# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
0.6594        	2.517010e-02	2.142146e-04	4.160931e-04
0.6595        	2.507874e-02	2.139985e-04	4.165288e-04
0.6596        	2.479353e-02	2.138102e-04	4.169270e-04
0.6597        	2.440676e-02	2.136182e-04	4.173505e-04
0.6598        	2.396056e-02	2.134369e-04	4.177772e-04
0.6599        	2.360211e-02	2.132782e-04	4.181860e-04
0.66          	2.328755e-02	2.131296e-04	4.185885e-04
0.6601        	2.326253e-02	2.129831e-04	4.189884e-04
0.6602        	2.360262e-02	2.128508e-04	4.193896e-04
0.6603        	2.397394e-02	2.127279e-04	4.198120e-04
0.6604        	2.419346e-02	2.125915e-04	4.202686e-04
0.6605        	2.426234e-02	2.124582e-04	4.207448e-04
0.6606        	2.434802e-02	2.123254e-04	4.212571e-04
0.6607        	2.448398e-02	2.122071e-04	4.217809e-04
0.6608        	2.459418e-02	2.120880e-04	4.223214e-04
0.6609        	2.471177e-02	2.119774e-04	4.228852e-04
0.661         	2.481625e-02	2.118684e-04	4.234695e-04
0.6611        	2.489270e-02	2.117470e-04	4.240805e-04
0.6612        	2.496278e-02	2.116218e-04	4.247031e-04
0.6613        	2.500364e-02	2.114868e-04	4.253290e-04
0.6614        	2.501869e-02	2.113452e-04	4.259655e-04
0.6615        	2.501992e-02	2.111973e-04	4.265911e-04
0.6616        	2.499727e-02	2.110431e-04	4.272341e-04
0.6617        	2.494897e-02	2.108803e-04	4.278775e-04
0.6618        	2.485137e-02	2.107193e-04	4.285130e-04
0.6619        	2.470262e-02	2.105610e-04	4.291359e-04
0.662         	2.456045e-02	2.104046e-04	4.297328e-04
0.6621        	2.446919e-02	2.102530e-04	4.303201e-04
0.6622        	2.441038e-02	2.100880e-04	4.309434e-04
0.6623        	2.435494e-02	2.099200e-04	4.315654e-04
0.6624        	2.444492e-02	2.097526e-04	4.321674e-04
0.6625        	2.453266e-02	2.095926e-04	4.326962e-04
0.6626        	2.456619e-02	2.094291e-04	4.332069e-04
0.6627        	2.454269e-02	2.092662e-04	4.337073e-04
0.6628        	2.442563e-02	2.091161e-04	4.341873e-04
0.6629        	2.430673e-02	2.089743e-04	4.346710e-04
0.663         	2.426140e-02	2.088227e-04	4.351754e-04
0.6631        	2.413960e-02	2.086818e-04	4.356605e-04
0.6632        	2.395196e-02	2.085835e-04	4.361520e-04
0.6633        	2.370725e-02	2.084704e-04	4.366546e-04
0.6634        	2.346818e-02	2.083487e-04	4.371576e-04
0.6635        	2.343823e-02	2.082191e-04	4.376400e-04
0.6636        	2.354222e-02	2.080880e-04	4.381037e-04
0.6637        	2.364355e-02	2.079560e-04	4.385639e-04
0.6638        	2.375549e-02	2.078324e-04	4.390198e-04
0.6639        	2.399092e-02	2.077069e-04	4.394681e-04
0.664         	2.421469e-02	2.075703e-04	4.399156e-04
0.6641        	2.442621e-02	2.074255e-04	4.403598e-04
0.6642        	2.469056e-02	2.072755e-04	4.408002e-04
0.6643        	2.501577e-02	2.071199e-04	4.412535e-04
0.6644        	2.534976e-02	2.069608e-04	4.417383e-04
0.6645        	2.558607e-02	2.068087e-04	4.422301e-04
0.6646        	2.586770e-02	2.066600e-04	4.427462e-04
0.6647        	2.637300e-02	2.065182e-04	4.432810e-04
0.6648        	2.748303e-02	2.063731e-04	4.438247e-04
0.6649        	2.977746e-02	2.062240e-04	4.443813e-04
0.665         	3.245234e-02	2.060791e-04	4.449753e-04
0.6651        	3.173969e-02	2.059433e-04	4.456034e-04
0.6652        	3.110367e-02	2.058035e-04	4.463970e-04
0.6653        	3.048075e-02	2.056838e-04	4.472674e-04
0.6654        	2.988790e-02	2.055528e-04	4.481061e-04
0.6655        	2.965974e-02	2.054053e-04	4.488941e-04
0.6656        	3.001738e-02	2.052267e-04	4.496534e-04
0.6657        	3.051629e-02	2.050349e-04	4.503613e-04
0.6658        	3.083912e-02	2.048041e-04	4.510893e-04
0.6659        	3.028402e-02	2.046053e-04	4.517248e-04
0.666         	2.957562e-02	2.044406e-04	4.523519e-04
0.6661        	2.886446e-02	2.042928e-04	4.530063e-04
0.6662        	2.831865e-02	2.041571e-04	4.536246e-04
0.6663        	2.773606e-02	2.040046e-04	4.542364e-04
0.6664        	2.774700e-02	2.038831e-04	4.547491e-04
0.6665        	2.802054e-02	2.037741e-04	4.552386e-04
0.6666        	2.841837e-02	2.036781e-04	4.556756e-04
0.6667        	2.881003e-02	2.035935e-04	4.560993e-04
0.6668        	2.929824e-02	2.035320e-04	4.565026e-04
0.6669        	2.983029e-02	2.034780e-04	4.568864e-04
0.667         	3.036443e-02	2.034206e-04	4.572817e-04
0.6671        	3.078686e-02	2.033648e-04	4.576861e-04
0.6672        	3.134565e-02	2.033109e-04	4.581035e-04
0.6673        	3.220970e-02	2.032498e-04	4.585374e-04
0.6674        	3.359399e-02	2.031999e-04	4.589882e-04
0.6675        	3.540928e-02	2.031968e-04	4.591826e-04
0.6676        	3.723414e-02	2.031657e-04	4.594333e-04
0.6677        	3.854295e-02	2.031061e-04	4.597601e-04
0.6678        	3.641224e-02	2.030141e-04	4.601488e-04
0.6679        	3.372080e-02	2.027656e-04	4.609645e-04
0.668         	3.212507e-02	2.025212e-04	4.617887e-04
0.6681        	3.115247e-02	2.022735e-04	4.626318e-04
0.6682        	3.042372e-02	2.020379e-04	4.634488e-04
0.6683        	3.001302e-02	2.018128e-04	4.642005e-04
0.6684        	2.975646e-02	2.015874e-04	4.648645e-04
0.6685        	2.936399e-02	2.013779e-04	4.654430e-04
0.6686        	2.969878e-02	2.011793e-04	4.659765e-04
0.6687        	3.070485e-02	2.009899e-04	4.664421e-04
0.6688        	3.053668e-02	2.008588e-04	4.664973e-04
0.6689        	3.071699e-02	2.007604e-04	4.666538e-04
0.669         	3.115048e-02	2.006468e-04	4.668170e-04
0.6691        	3.296036e-02	2.005314e-04	4.669928e-04
0.6692        	3.356454e-02	2.004114e-04	4.672222e-04
0.6693        	3.265903e-02	2.002428e-04	4.678608e-04
0.6694        	3.188781e-02	2.000957e-04	4.685947e-04
0.6695        	3.046074e-02	1.999680e-04	4.694283e-04
0.6696        	2.927674e-02	1.998752e-04	4.702846e-04
0.6697        	2.866861e-02	1.997849e-04	4.711570e-04
0.6698        	2.833496e-02	1.996964e-04	4.720364e-04
0.6699        	2.810335e-02	1.996060e-04	4.728961e-04
0.67          	2.779607e-02	1.995143e-04	4.737218e-04
0.6701        	2.740421e-02	1.994172e-04	4.745220e-04
0.6702        	2.700972e-02	1.993050e-04	4.753267e-04
0.6703        	2.651490e-02	1.991960e-04	4.760937e-04
0.6704        	2.614771e-02	1.990812e-04	4.768051e-04
0.6705        	2.580398e-02	1.989487e-04	4.774584e-04
0.6706        	2.550841e-02	1.988008e-04	4.780423e-04
0.6707        	2.544585e-02	1.986479e-04	4.785737e-04
0.6708        	2.541902e-02	1.984958e-04	4.790501e-04
0.6709        	2.549651e-02	1.983577e-04	4.794608e-04
0.671         	2.562087e-02	1.982253e-04	4.798180e-04
0.6711        	2.590820e-02	1.981013e-04	4.801529e-04
0.6712        	2.636463e-02	1.979859e-04	4.804894e-04
0.6713        	2.699220e-02	1.978738e-04	4.808264e-04
0.6714        	2.830973e-02	1.977546e-04	4.812140e-04
0.6715        	3.028534e-02	1.976604e-04	4.816144e-04
0.6716        	3.049597e-02	1.975773e-04	4.820665e-04
0.6717        	2.991215e-02	1.974878e-04	4.825743e-04
0.6718        	2.899630e-02	1.974042e-04	4.831445e-04
0.6719        	2.813046e-02	1.973156e-04	4.837664e-04
0.672         	2.765959e-02	1.971995e-04	4.844157e-04
0.6721        	2.750586e-02	1.970818e-04	4.850702e-04
0.6722        	2.743932e-02	1.969530e-04	4.857450e-04
0.6723        	2.700318e-02	1.968133e-04	4.864504e-04
0.6724        	2.636433e-02	1.966666e-04	4.871503e-04
0.6725        	2.568771e-02	1.965237e-04	4.878127e-04
0.6726        	2.526514e-02	1.963821e-04	4.884346e-04
0.6727        	2.481638e-02	1.962361e-04	4.890161e-04
0.6728        	2.419560e-02	1.960908e-04	4.895414e-04
0.6729        	2.391858e-02	1.959400e-04	4.900313e-04
0.673         	2.393768e-02	1.957942e-04	4.904722e-04
0.6731        	2.414696e-02	1.956605e-04	4.908695e-04
0.6732        	2.425206e-02	1.955211e-04	4.912454e-04
0.6733        	2.432584e-02	1.953903e-04	4.916185e-04
0.6734        	2.434034e-02	1.952721e-04	4.920055e-04
0.6735        	2.433851e-02	1.951640e-04	4.924033e-04
0.6736        	2.439898e-02	1.950641e-04	4.928147e-04
0.6737        	2.446809e-02	1.949650e-04	4.932493e-04
0.6738        	2.454981e-02	1.948697e-04	4.937203e-04
0.6739        	2.472967e-02	1.947739e-04	4.942414e-04
0.674         	2.493125e-02	1.946802e-04	4.948135e-04
0.6741        	2.518507e-02	1.945762e-04	4.954446e-04
0.6742        	2.531307e-02	1.944720e-04	4.961220e-04
0.6743        	2.555879e-02	1.943687e-04	4.968674e-04
0.6744        	2.653460e-02	1.942686e-04	4.976498e-04
0.6745        	2.621605e-02	1.941504e-04	4.984740e-04
0.6746        	2.590783e-02	1.940337e-04	4.992894e-04
0.6747        	2.549821e-02	1.939072e-04	5.000920e-04
0.6748        	2.513722e-02	1.937695e-04	5.008744e-04
0.6749        	2.492914e-02	1.936316e-04	5.016458e-04
0.675         	2.476300e-02	1.934866e-04	5.023704e-04
0.6751        	2.467935e-02	1.933338e-04	5.030523e-04
0.6752        	2.469028e-02	1.931780e-04	5.036808e-04
0.6753        	2.487948e-02	1.930298e-04	5.042436e-04
0.6754        	2.507601e-02	1.928914e-04	5.047382e-04
0.6755        	2.527487e-02	1.927669e-04	5.051686e-04
0.6756        	2.547412e-02	1.926416e-04	5.056195e-04
0.6757        	2.577177e-02	1.925274e-04	5.060301e-04
0.6758        	2.621414e-02	1.924216e-04	5.063629e-04
0.6759        	2.719614e-02	1.923377e-04	5.066394e-04
0.676         	2.953243e-02	1.922769e-04	5.068768e-04
0.6761        	3.061530e-02	1.922370e-04	5.069533e-04
0.6762        	2.953183e-02	1.922110e-04	5.070893e-04
0.6763        	2.815887e-02	1.921661e-04	5.074212e-04
0.6764        	2.686490e-02	1.921276e-04	5.077604e-04
0.6765        	2.559711e-02	1.920779e-04	5.081137e-04
0.6766        	2.480495e-02	1.920152e-04	5.084731e-04
0.6767        	2.464036e-02	1.919504e-04	5.088418e-04
0.6768        	2.477628e-02	1.918747e-04	5.092504e-04
0.6769        	2.488882e-02	1.917929e-04	5.096617e-04
0.677         	2.505165e-02	1.917079e-04	5.100538e-04
0.6771        	2.506619e-02	1.916121e-04	5.104352e-04
0.6772        	2.500849e-02	1.915144e-04	5.108256e-04
0.6773        	2.501337e-02	1.914140e-04	5.112435e-04
0.6774        	2.504085e-02	1.913275e-04	5.116562e-04
0.6775        	2.507722e-02	1.912315e-04	5.120678e-04
0.6776        	2.513689e-02	1.911291e-04	5.124792e-04
0.6777        	2.523834e-02	1.910208e-04	5.128832e-04
0.6778        	2.539520e-02	1.909111e-04	5.132808e-04
0.6779        	2.562742e-02	1.908017e-04	5.136829e-04
0.678         	2.598059e-02	1.906978e-04	5.138203e-04
0.6781        	2.641382e-02	1.905878e-04	5.142742e-04
0.6782        	2.708362e-02	1.904767e-04	5.146707e-04
0.6783        	2.707782e-02	1.903691e-04	5.150828e-04
0.6784        	2.664416e-02	1.902720e-04	5.155141e-04
0.6785        	2.627635e-02	1.901750e-04	5.159315e-04
0.6786        	2.597615e-02	1.900935e-04	5.163321e-04
0.6787        	2.529553e-02	1.900146e-04	5.167171e-04
0.6788        	2.460440e-02	1.899128e-04	5.171079e-04
0.6789        	2.404742e-02	1.898336e-04	5.174590e-04
0.679         	2.368168e-02	1.897739e-04	5.177469e-04
0.6791        	2.347664e-02	1.897175e-04	5.179837e-04
0.6792        	2.350957e-02	1.896603e-04	5.181839e-04
0.6793        	2.364587e-02	1.896034e-04	5.183534e-04
0.6794        	2.389097e-02	1.895395e-04	5.185070e-04
0.6795        	2.405505e-02	1.894771e-04	5.186509e-04
0.6796        	2.426186e-02	1.894271e-04	5.187687e-04
0.6797        	2.462498e-02	1.893773e-04	5.188420e-04
0.6798        	2.522921e-02	1.893301e-04	5.189207e-04
0.6799        	2.514545e-02	1.892916e-04	5.190156e-04
0.68          	2.473084e-02	1.892600e-04	5.191321e-04
0.6801        	2.426611e-02	1.892252e-04	5.192796e-04
0.6802        	2.382742e-02	1.891829e-04	5.194564e-04
0.6803        	2.382334e-02	1.891459e-04	5.196654e-04
0.6804        	2.377350e-02	1.891049e-04	5.198925e-04
0.6805        	2.373041e-02	1.890581e-04	5.201270e-04
0.6806        	2.360887e-02	1.890045e-04	5.203759e-04
0.6807        	2.344906e-02	1.889525e-04	5.206286e-04
0.6808        	2.329383e-02	1.888972e-04	5.208678e-04
0.6809        	2.310001e-02	1.888345e-04	5.211021e-04
0.681         	2.287342e-02	1.887746e-04	5.213579e-04
0.6811        	2.265974e-02	1.887179e-04	5.216313e-04
0.6812        	2.243388e-02	1.886622e-04	5.218726e-04
0.6813        	2.218860e-02	1.886172e-04	5.220812e-04
0.6814        	2.194772e-02	1.885773e-04	5.222752e-04
0.6815        	2.174605e-02	1.885424e-04	5.224339e-04
0.6816        	2.166146e-02	1.885140e-04	5.225631e-04
0.6817        	2.170922e-02	1.884913e-04	5.226544e-04
0.6818        	2.175749e-02	1.884606e-04	5.227416e-04
0.6819        	2.179767e-02	1.884339e-04	5.228311e-04
0.682         	2.186561e-02	1.884061e-04	5.229072e-04
0.6821        	2.195265e-02	1.883765e-04	5.229783e-04
0.6822        	2.204985e-02	1.883510e-04	5.230559e-04
0.6823        	2.216071e-02	1.883341e-04	5.231416e-04
0.6824        	2.226188e-02	1.883173e-04	5.232209e-04
0.6825        	2.234475e-02	1.883087e-04	5.233181e-04
0.6826        	2.238623e-02	1.882779e-04	5.234725e-04
0.6827        	2.241250e-02	1.882610e-04	5.235949e-04
0.6828        	2.242540e-02	1.882422e-04	5.236872e-04
0.6829        	2.238218e-02	1.881922e-04	5.238392e-04
0.683         	2.224159e-02	1.881752e-04	5.239756e-04
0.6831        	2.207193e-02	1.881391e-04	5.241446e-04
0.6832        	2.190879e-02	1.881293e-04	5.242575e-04
0.6833        	2.186440e-02	1.881212e-04	5.243235e-04
0.6834        	2.181304e-02	1.881206e-04	5.243870e-04
0.6835        	2.174004e-02	1.880756e-04	5.245543e-04
0.6836        	2.174764e-02	1.880653e-04	5.246358e-04
0.6837        	2.183060e-02	1.880259e-04	5.247623e-04
0.6838        	2.195857e-02	1.880227e-04	5.248277e-04
0.6839        	2.213189e-02	1.880268e-04	5.248481e-04
0.684         	2.235277e-02	1.880339e-04	5.248659e-04
0.6841        	2.254402e-02	1.880068e-04	5.249647e-04
0.6842        	2.275934e-02	1.880158e-04	5.250127e-04
0.6843        	2.297992e-02	1.880263e-04	5.250098e-04
0.6844        	2.320938e-02	1.880385e-04	5.250046e-04
0.6845        	2.349211e-02	1.880460e-04	5.249977e-04
0.6846        	2.380202e-02	1.880481e-04	5.249814e-04
0.6847        	2.411454e-02	1.880144e-04	5.250180e-04
0.6848        	2.468042e-02	1.880131e-04	5.250541e-04
0.6849        	2.582333e-02	1.880188e-04	5.250675e-04
0.685         	2.692140e-02	1.880271e-04	5.249351e-04
0.6851        	2.604878e-02	1.880415e-04	5.248535e-04
0.6852        	2.481781e-02	1.880364e-04	5.249573e-04
0.6853        	2.392221e-02	1.880475e-04	5.250050e-04
0.6854        	2.336755e-02	1.880587e-04	5.250508e-04
0.6855        	2.295752e-02	1.880658e-04	5.250962e-04
0.6856        	2.313774e-02	1.880214e-04	5.251780e-04
0.6857        	2.320876e-02	1.879854e-04	5.252811e-04
0.6858        	2.318013e-02	1.879634e-04	5.253369e-04
0.6859        	2.295723e-02	1.879787e-04	5.252842e-04
0.686         	2.264279e-02	1.879734e-04	5.251402e-04
0.6861        	2.226371e-02	1.879743e-04	5.249704e-04
0.6862        	2.194598e-02	1.879739e-04	5.247830e-04
0.6863        	2.160289e-02	1.879788e-04	5.245760e-04
0.6864        	2.127299e-02	1.879913e-04	5.243621e-04
0.6865        	2.109930e-02	1.880203e-04	5.241387e-04
0.6866        	2.115140e-02	1.880503e-04	5.239213e-04
0.6867        	2.133799e-02	1.880835e-04	5.237294e-04
0.6868        	2.160108e-02	1.881170e-04	5.235592e-04
0.6869        	2.203133e-02	1.881437e-04	5.234091e-04
0.687         	2.222662e-02	1.881654e-04	5.232806e-04
0.6871        	2.210065e-02	1.881846e-04	5.231897e-04
0.6872        	2.189284e-02	1.882017e-04	5.231123e-04
0.6873        	2.145770e-02	1.882203e-04	5.230531e-04
0.6874        	2.124078e-02	1.882308e-04	5.230151e-04
0.6875        	2.112309e-02	1.882421e-04	5.230011e-04
0.6876        	2.101448e-02	1.882550e-04	5.230026e-04
0.6877        	2.096931e-02	1.882058e-04	5.230714e-04
0.6878        	2.095677e-02	1.881593e-04	5.231711e-04
0.6879        	2.086418e-02	1.881238e-04	5.232483e-04
0.688         	2.071903e-02	1.881560e-04	5.232250e-04
0.6881        	2.057047e-02	1.881958e-04	5.231339e-04
0.6882        	2.040648e-02	1.881849e-04	5.230668e-04
0.6883        	2.030222e-02	1.882236e-04	5.229516e-04
0.6884        	2.017806e-02	1.882275e-04	5.227704e-04
0.6885        	2.006104e-02	1.882325e-04	5.226146e-04
0.6886        	1.998111e-02	1.882412e-04	5.224262e-04
0.6887        	1.994117e-02	1.882858e-04	5.221803e-04
0.6888        	1.991510e-02	1.883322e-04	5.218747e-04
0.6889        	1.990170e-02	1.883874e-04	5.215458e-04
0.689         	1.987128e-02	1.884463e-04	5.212142e-04
0.6891        	1.980646e-02	1.885014e-04	5.208887e-04
0.6892        	1.974305e-02	1.885567e-04	5.205601e-04
0.6893        	1.965441e-02	1.886122e-04	5.202464e-04
0.6894        	1.955420e-02	1.886701e-04	5.199528e-04
0.6895        	1.946488e-02	1.887005e-04	5.196838e-04
0.6896        	1.939146e-02	1.887250e-04	5.194542e-04
0.6897        	1.932471e-02	1.887266e-04	5.192651e-04
0.6898        	1.926522e-02	1.887695e-04	5.190632e-04
0.6899        	1.926083e-02	1.887606e-04	5.188806e-04
0.69          	1.924293e-02	1.887885e-04	5.186937e-04
0.6901        	1.921950e-02	1.888115e-04	5.184759e-04
0.6902        	1.920462e-02	1.888314e-04	5.182826e-04
0.6903        	1.919592e-02	1.887965e-04	5.181463e-04
0.6904        	1.917263e-02	1.887730e-04	5.179977e-04
0.6905        	1.918748e-02	1.887579e-04	5.178369e-04
0.6906        	1.922183e-02	1.887483e-04	5.176724e-04
0.6907        	1.927254e-02	1.887423e-04	5.175068e-04
0.6908        	1.934991e-02	1.887413e-04	5.173273e-04
0.6909        	1.947304e-02	1.887560e-04	5.171431e-04
0.691         	1.957373e-02	1.887730e-04	5.169448e-04
0.6911        	1.961963e-02	1.887928e-04	5.167285e-04
0.6912        	1.962333e-02	1.888186e-04	5.165068e-04
0.6913        	1.962110e-02	1.888733e-04	5.162661e-04
0.6914        	1.960490e-02	1.889286e-04	5.159762e-04
0.6915        	1.958368e-02	1.889867e-04	5.156585e-04
0.6916        	1.954413e-02	1.890464e-04	5.153151e-04
0.6917        	1.947965e-02	1.891044e-04	5.149424e-04
0.6918        	1.940609e-02	1.891591e-04	5.145632e-04
0.6919        	1.934160e-02	1.892114e-04	5.141791e-04
0.692         	1.928359e-02	1.892580e-04	5.137843e-04
0.6921        	1.922058e-02	1.892999e-04	5.133930e-04
0.6922        	1.915927e-02	1.893371e-04	5.130110e-04
0.6923        	1.909592e-02	1.893743e-04	5.126537e-04
0.6924        	1.902302e-02	1.893578e-04	5.123857e-04
0.6925        	1.895876e-02	1.893526e-04	5.120899e-04
0.6926        	1.890323e-02	1.893502e-04	5.117839e-04
0.6927        	1.883602e-02	1.893471e-04	5.114741e-04
0.6928        	1.877079e-02	1.893463e-04	5.111583e-04
0.6929        	1.870619e-02	1.893500e-04	5.108325e-04
0.693         	1.863749e-02	1.893640e-04	5.105173e-04
0.6931        	1.857472e-02	1.893792e-04	5.102046e-04
0.6932        	1.854472e-02	1.893977e-04	5.098830e-04
0.6933        	1.852912e-02	1.894198e-04	5.095730e-04
0.6934        	1.851709e-02	1.894485e-04	5.092593e-04
0.6935        	1.849913e-02	1.894963e-04	5.089448e-04
0.6936        	1.843670e-02	1.895492e-04	5.086003e-04
0.6937        	1.836809e-02	1.896025e-04	5.082542e-04
0.6938        	1.828840e-02	1.896571e-04	5.079046e-04
0.6939        	1.821056e-02	1.897100e-04	5.075481e-04
0.694         	1.813387e-02	1.897472e-04	5.071788e-04
0.6941        	1.805911e-02	1.897814e-04	5.068178e-04
0.6942        	1.799991e-02	1.898095e-04	5.064446e-04
0.6943        	1.794356e-02	1.898324e-04	5.060567e-04
0.6944        	1.788441e-02	1.898519e-04	5.056605e-04
0.6945        	1.781726e-02	1.898530e-04	5.052814e-04
0.6946        	1.776427e-02	1.898507e-04	5.049189e-04
0.6947        	1.771583e-02	1.898685e-04	5.045347e-04
0.6948        	1.766280e-02	1.898882e-04	5.041288e-04
0.6949        	1.760880e-02	1.899187e-04	5.037208e-04
0.695         	1.755557e-02	1.899513e-04	5.033166e-04
0.6951        	1.750691e-02	1.899667e-04	5.029262e-04
0.6952        	1.747738e-02	1.899812e-04	5.025758e-04
0.6953        	1.746920e-02	1.900121e-04	5.022027e-04
0.6954        	1.743066e-02	1.900505e-04	5.018069e-04
0.6955        	1.737257e-02	1.900969e-04	5.014135e-04
0.6956        	1.732145e-02	1.901441e-04	5.009967e-04
0.6957        	1.728318e-02	1.901911e-04	5.005751e-04
0.6958        	1.725614e-02	1.902306e-04	5.001346e-04
0.6959        	1.724296e-02	1.902705e-04	4.997097e-04
0.696         	1.723289e-02	1.903143e-04	4.992782e-04
0.6961        	1.724232e-02	1.903592e-04	4.988361e-04
0.6962        	1.727406e-02	1.904065e-04	4.984060e-04
0.6963        	1.730970e-02	1.904530e-04	4.979851e-04
0.6964        	1.733378e-02	1.905045e-04	4.975600e-04
0.6965        	1.735596e-02	1.905531e-04	4.971320e-04
0.6966        	1.736505e-02	1.905995e-04	4.967094e-04
0.6967        	1.736695e-02	1.906349e-04	4.963344e-04
0.6968        	1.737447e-02	1.906721e-04	4.959783e-04
0.6969        	1.738644e-02	1.907122e-04	4.956443e-04
0.697         	1.740598e-02	1.907532e-04	4.952947e-04
0.6971        	1.744294e-02	1.907912e-04	4.949312e-04
0.6972        	1.743621e-02	1.908299e-04	4.945536e-04
0.6973        	1.741826e-02	1.908663e-04	4.941573e-04
0.6974        	1.740441e-02	1.908806e-04	4.937576e-04
0.6975        	1.726446e-02	1.909305e-04	4.933245e-04
0.6976        	1.714694e-02	1.909818e-04	4.928612e-04
0.6977        	1.705475e-02	1.910368e-04	4.923952e-04
0.6978        	1.694759e-02	1.910695e-04	4.919596e-04
0.6979        	1.685064e-02	1.911008e-04	4.915438e-04
0.698         	1.677915e-02	1.911323e-04	4.911379e-04
0.6981        	1.672881e-02	1.911651e-04	4.907510e-04
0.6982        	1.672440e-02	1.911979e-04	4.903737e-04
0.6983        	1.672424e-02	1.912547e-04	4.899744e-04
0.6984        	1.672674e-02	1.913132e-04	4.895584e-04
0.6985        	1.672946e-02	1.913695e-04	4.891476e-04
0.6986        	1.671580e-02	1.914220e-04	4.887422e-04
0.6987        	1.669085e-02	1.914773e-04	4.883336e-04
0.6988        	1.665941e-02	1.915270e-04	4.879389e-04
0.6989        	1.665398e-02	1.915773e-04	4.875397e-04
0.699         	1.662260e-02	1.916255e-04	4.871396e-04
0.6991        	1.661866e-02	1.916686e-04	4.867513e-04
0.6992        	1.661992e-02	1.917100e-04	4.863642e-04
0.6993        	1.663570e-02	1.917526e-04	4.859786e-04
0.6994        	1.666260e-02	1.917901e-04	4.855820e-04
0.6995        	1.669827e-02	1.917959e-04	4.852139e-04
0.6996        	1.673837e-02	1.918028e-04	4.848752e-04
0.6997        	1.679587e-02	1.918144e-04	4.845361e-04
0.6998        	1.686672e-02	1.918309e-04	4.842094e-04
0.6999        	1.693330e-02	1.918657e-04	4.838770e-04
0.7           	1.695011e-02	1.919257e-04	4.834415e-04
0.7001        	1.707853e-02	1.919709e-04	4.830993e-04
0.7002        	1.718802e-02	1.920047e-04	4.827382e-04
0.7003        	1.730712e-02	1.920420e-04	4.823844e-04
0.7004        	1.744504e-02	1.920798e-04	4.820376e-04
0.7005        	1.760639e-02	1.921167e-04	4.816975e-04
0.7006        	1.785670e-02	1.921370e-04	4.813528e-04
0.7007        	1.782972e-02	1.921841e-04	4.809654e-04
0.7008        	1.828422e-02	1.922081e-04	4.806617e-04
0.7009        	1.868555e-02	1.922203e-04	4.803783e-04
0.701         	1.883816e-02	1.922612e-04	4.800172e-04
0.7011        	1.964637e-02	1.923187e-04	4.797082e-04
0.7012        	2.012034e-02	1.923622e-04	4.793225e-04
0.7013        	2.207503e-02	1.924190e-04	4.790350e-04
0.7014        	2.122543e-02	1.924611e-04	4.786647e-04
0.7015        	2.022526e-02	1.924634e-04	4.784284e-04
0.7016        	1.889267e-02	1.924506e-04	4.781886e-04
0.7017        	1.811262e-02	1.924406e-04	4.779546e-04
0.7018        	1.737844e-02	1.924265e-04	4.777188e-04
0.7019        	1.715174e-02	1.924471e-04	4.774479e-04
0.702         	1.735290e-02	1.924650e-04	4.771340e-04
0.7021        	1.764888e-02	1.924592e-04	4.768254e-04
0.7022        	1.815666e-02	1.924567e-04	4.765365e-04
0.7023        	1.849583e-02	1.924917e-04	4.761574e-04
0.7024        	1.868607e-02	1.925358e-04	4.757731e-04
0.7025        	1.877570e-02	1.925886e-04	4.754027e-04
0.7026        	1.879051e-02	1.926419e-04	4.750477e-04
0.7027        	1.874696e-02	1.926454e-04	4.748233e-04
0.7028        	1.865851e-02	1.926391e-04	4.746021e-04
0.7029        	1.853644e-02	1.926363e-04	4.744076e-04
0.703         	1.837109e-02	1.926411e-04	4.742204e-04
0.7031        	1.817273e-02	1.926554e-04	4.740287e-04
0.7032        	1.794486e-02	1.926733e-04	4.738222e-04
0.7033        	1.771359e-02	1.926387e-04	4.736559e-04
0.7034        	1.746597e-02	1.926084e-04	4.735125e-04
0.7035        	1.722370e-02	1.926307e-04	4.733074e-04
0.7036        	1.685763e-02	1.926747e-04	4.728911e-04
0.7037        	1.676769e-02	1.927019e-04	4.726412e-04
0.7038        	1.659885e-02	1.927277e-04	4.723752e-04
0.7039        	1.634217e-02	1.927711e-04	4.719551e-04
0.704         	1.631824e-02	1.927979e-04	4.716922e-04
0.7041        	1.624259e-02	1.928151e-04	4.714082e-04
0.7042        	1.618269e-02	1.928317e-04	4.711290e-04
0.7043        	1.615611e-02	1.928243e-04	4.708794e-04
0.7044        	1.612869e-02	1.928204e-04	4.706403e-04
0.7045        	1.611609e-02	1.928404e-04	4.703678e-04
0.7046        	1.613253e-02	1.928638e-04	4.700683e-04
0.7047        	1.614809e-02	1.928851e-04	4.697611e-04
0.7048        	1.616172e-02	1.928934e-04	4.694749e-04
0.7049        	1.617349e-02	1.928995e-04	4.691936e-04
0.705         	1.618472e-02	1.929023e-04	4.689232e-04
0.7051        	1.620184e-02	1.928992e-04	4.686680e-04
0.7052        	1.622179e-02	1.928969e-04	4.684151e-04
0.7053        	1.623668e-02	1.928939e-04	4.681694e-04
0.7054        	1.624721e-02	1.928839e-04	4.679358e-04
0.7055        	1.624636e-02	1.928667e-04	4.677014e-04
0.7056        	1.623526e-02	1.928435e-04	4.674683e-04
0.7057        	1.616610e-02	1.928198e-04	4.672517e-04
0.7058        	1.607658e-02	1.927945e-04	4.670349e-04
0.7059        	1.597458e-02	1.927614e-04	4.668143e-04
0.706         	1.585229e-02	1.927267e-04	4.666194e-04
