# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
0.1638        	2.774738e-02	2.794150e-04	4.514012e-04
0.1639        	2.763781e-02	2.790569e-04	4.509950e-04
0.164         	2.754334e-02	2.786982e-04	4.505811e-04
0.1641        	2.750318e-02	2.783480e-04	4.501650e-04
0.1642        	2.753032e-02	2.780048e-04	4.497350e-04
0.1643        	2.760955e-02	2.776735e-04	4.492978e-04
0.1644        	2.779485e-02	2.773636e-04	4.488755e-04
0.1645        	2.811300e-02	2.770675e-04	4.484549e-04
0.1646        	2.842092e-02	2.767875e-04	4.480360e-04
0.1647        	2.866377e-02	2.765197e-04	4.476081e-04
0.1648        	2.886580e-02	2.762666e-04	4.471763e-04
0.1649        	2.932586e-02	2.760219e-04	4.467252e-04
0.165         	2.941813e-02	2.757820e-04	4.462731e-04
0.1651        	2.907331e-02	2.755526e-04	4.458371e-04
0.1652        	2.861233e-02	2.753288e-04	4.453708e-04
0.1653        	2.813597e-02	2.751004e-04	4.448847e-04
0.1654        	2.787514e-02	2.748602e-04	4.443970e-04
0.1655        	2.789275e-02	2.746209e-04	4.438987e-04
0.1656        	2.792829e-02	2.744232e-04	4.433779e-04
0.1657        	2.769129e-02	2.741406e-04	4.428910e-04
0.1658        	2.760310e-02	2.738600e-04	4.424074e-04
0.1659        	2.742299e-02	2.735785e-04	4.419230e-04
0.166         	2.722180e-02	2.732937e-04	4.414473e-04
0.1661        	2.715409e-02	2.730194e-04	4.409869e-04
0.1662        	2.718946e-02	2.727562e-04	4.405191e-04
0.1663        	2.724457e-02	2.725024e-04	4.400463e-04
0.1664        	2.729112e-02	2.722724e-04	4.395680e-04
0.1665        	2.732985e-02	2.720654e-04	4.390818e-04
0.1666        	2.739102e-02	2.718685e-04	4.385965e-04
0.1667        	2.749148e-02	2.716815e-04	4.380940e-04
0.1668        	2.767170e-02	2.715077e-04	4.375707e-04
0.1669        	2.762070e-02	2.713376e-04	4.370427e-04
0.167         	2.734346e-02	2.711723e-04	4.365240e-04
0.1671        	2.713478e-02	2.710037e-04	4.360186e-04
0.1672        	2.697413e-02	2.708353e-04	4.355130e-04
0.1673        	2.689907e-02	2.706635e-04	4.350098e-04
0.1674        	2.687280e-02	2.704867e-04	4.345112e-04
0.1675        	2.695173e-02	2.703116e-04	4.340137e-04
0.1676        	2.707277e-02	2.701321e-04	4.335238e-04
0.1677        	2.702842e-02	2.699455e-04	4.330476e-04
0.1678        	2.704313e-02	2.697543e-04	4.325782e-04
0.1679        	2.702235e-02	2.695641e-04	4.321109e-04
0.168         	2.698585e-02	2.693806e-04	4.316437e-04
0.1681        	2.688674e-02	2.691969e-04	4.311846e-04
0.1682        	2.675773e-02	2.690110e-04	4.307131e-04
0.1683        	2.661417e-02	2.688312e-04	4.302310e-04
0.1684        	2.647441e-02	2.686638e-04	4.297455e-04
0.1685        	2.636111e-02	2.685056e-04	4.292577e-04
0.1686        	2.631957e-02	2.683532e-04	4.287715e-04
0.1687        	2.632884e-02	2.682153e-04	4.282765e-04
0.1688        	2.639120e-02	2.680826e-04	4.277730e-04
0.1689        	2.645708e-02	2.679551e-04	4.272721e-04
0.169         	2.652736e-02	2.678296e-04	4.267968e-04
0.1691        	2.662970e-02	2.677158e-04	4.263172e-04
0.1692        	2.675763e-02	2.676091e-04	4.258499e-04
0.1693        	2.694574e-02	2.674966e-04	4.253915e-04
0.1694        	2.725154e-02	2.673821e-04	4.249241e-04
0.1695        	2.755887e-02	2.672903e-04	4.244282e-04
0.1696        	2.750108e-02	2.671435e-04	4.239886e-04
0.1697        	2.728383e-02	2.669978e-04	4.235639e-04
0.1698        	2.718619e-02	2.668554e-04	4.231471e-04
0.1699        	2.718375e-02	2.667115e-04	4.227371e-04
0.17          	2.727100e-02	2.665722e-04	4.223099e-04
0.1701        	2.745020e-02	2.664392e-04	4.218579e-04
0.1702        	2.771417e-02	2.663091e-04	4.213885e-04
0.1703        	2.813995e-02	2.661848e-04	4.208958e-04
0.1704        	2.881856e-02	2.660594e-04	4.203933e-04
0.1705        	2.922757e-02	2.659662e-04	4.199012e-04
0.1706        	3.011784e-02	2.658192e-04	4.193950e-04
0.1707        	3.087534e-02	2.657191e-04	4.189235e-04
0.1708        	3.102100e-02	2.655620e-04	4.184297e-04
0.1709        	3.092237e-02	2.654193e-04	4.179396e-04
0.171         	3.023680e-02	2.652871e-04	4.174531e-04
0.1711        	2.947166e-02	2.651723e-04	4.169315e-04
0.1712        	2.885400e-02	2.650804e-04	4.163911e-04
0.1713        	2.837307e-02	2.649916e-04	4.158487e-04
0.1714        	2.801140e-02	2.648698e-04	4.153688e-04
0.1715        	2.796490e-02	2.647411e-04	4.148791e-04
0.1716        	2.816527e-02	2.646514e-04	4.143429e-04
0.1717        	2.868429e-02	2.645479e-04	4.138191e-04
0.1718        	2.936961e-02	2.644167e-04	4.133313e-04
0.1719        	3.063030e-02	2.642969e-04	4.128712e-04
0.172         	3.482283e-02	2.641901e-04	4.124163e-04
0.1721        	3.881609e-02	2.640599e-04	4.120163e-04
0.1722        	3.437608e-02	2.639370e-04	4.115908e-04
0.1723        	3.207919e-02	2.637490e-04	4.112467e-04
0.1724        	3.045948e-02	2.635884e-04	4.108406e-04
0.1725        	2.899597e-02	2.634601e-04	4.103914e-04
0.1726        	2.804711e-02	2.633750e-04	4.098990e-04
0.1727        	2.737477e-02	2.633288e-04	4.093663e-04
0.1728        	2.673100e-02	2.633266e-04	4.088299e-04
0.1729        	2.659623e-02	2.633612e-04	4.082698e-04
0.173         	2.663577e-02	2.634181e-04	4.076913e-04
0.1731        	2.663051e-02	2.634349e-04	4.071957e-04
0.1732        	2.678483e-02	2.634323e-04	4.066226e-04
0.1733        	2.696521e-02	2.634168e-04	4.060856e-04
0.1734        	2.713482e-02	2.633936e-04	4.055742e-04
0.1735        	2.724504e-02	2.633203e-04	4.051640e-04
0.1736        	2.729988e-02	2.632602e-04	4.047224e-04
0.1737        	2.733288e-02	2.631879e-04	4.043080e-04
0.1738        	2.736157e-02	2.630969e-04	4.039059e-04
0.1739        	2.711884e-02	2.629937e-04	4.035104e-04
0.174         	2.690450e-02	2.628874e-04	4.031176e-04
0.1741        	2.668055e-02	2.627829e-04	4.027209e-04
0.1742        	2.638482e-02	2.626798e-04	4.022900e-04
0.1743        	2.603840e-02	2.625857e-04	4.018171e-04
0.1744        	2.573834e-02	2.624999e-04	4.013093e-04
0.1745        	2.547103e-02	2.624276e-04	4.007669e-04
0.1746        	2.527741e-02	2.623680e-04	4.001998e-04
0.1747        	2.511966e-02	2.623187e-04	3.996153e-04
0.1748        	2.495653e-02	2.622738e-04	3.990240e-04
0.1749        	2.483680e-02	2.621926e-04	3.985295e-04
0.175         	2.471211e-02	2.621472e-04	3.979697e-04
0.1751        	2.463924e-02	2.620692e-04	3.975052e-04
0.1752        	2.455181e-02	2.620210e-04	3.969940e-04
0.1753        	2.448262e-02	2.619796e-04	3.964926e-04
0.1754        	2.443007e-02	2.619346e-04	3.960222e-04
0.1755        	2.437252e-02	2.618843e-04	3.955751e-04
0.1756        	2.432001e-02	2.618266e-04	3.951483e-04
0.1757        	2.430270e-02	2.617668e-04	3.947370e-04
0.1758        	2.426720e-02	2.617081e-04	3.943358e-04
0.1759        	2.423107e-02	2.616426e-04	3.939397e-04
0.176         	2.421906e-02	2.615326e-04	3.936270e-04
0.1761        	2.416932e-02	2.614531e-04	3.932289e-04
0.1762        	2.415486e-02	2.613460e-04	3.928980e-04
0.1763        	2.411348e-02	2.612709e-04	3.924771e-04
0.1764        	2.410781e-02	2.611730e-04	3.921237e-04
0.1765        	2.411415e-02	2.610668e-04	3.917539e-04
0.1766        	2.411829e-02	2.609664e-04	3.913702e-04
0.1767        	2.410939e-02	2.609017e-04	3.909137e-04
0.1768        	2.411427e-02	2.608471e-04	3.904476e-04
0.1769        	2.409770e-02	2.607939e-04	3.899774e-04
0.177         	2.409019e-02	2.607435e-04	3.895009e-04
0.1771        	2.409217e-02	2.606951e-04	3.890199e-04
0.1772        	2.409716e-02	2.606514e-04	3.885401e-04
0.1773        	2.410819e-02	2.606100e-04	3.880603e-04
0.1774        	2.412896e-02	2.605730e-04	3.875743e-04
0.1775        	2.420970e-02	2.605326e-04	3.870894e-04
0.1776        	2.430673e-02	2.604850e-04	3.866094e-04
0.1777        	2.441860e-02	2.604259e-04	3.861280e-04
0.1778        	2.451428e-02	2.603600e-04	3.856484e-04
0.1779        	2.450318e-02	2.602862e-04	3.851687e-04
0.178         	2.444684e-02	2.602143e-04	3.847001e-04
0.1781        	2.436628e-02	2.601416e-04	3.842341e-04
0.1782        	2.431502e-02	2.600693e-04	3.837691e-04
0.1783        	2.427479e-02	2.599955e-04	3.833014e-04
0.1784        	2.420817e-02	2.599204e-04	3.828314e-04
0.1785        	2.415432e-02	2.598458e-04	3.823661e-04
0.1786        	2.410392e-02	2.597794e-04	3.819101e-04
0.1787        	2.410945e-02	2.596830e-04	3.815161e-04
0.1788        	2.421248e-02	2.595831e-04	3.811349e-04
0.1789        	2.441543e-02	2.594910e-04	3.807615e-04
0.179         	2.453700e-02	2.594689e-04	3.803614e-04
0.1791        	2.483209e-02	2.593634e-04	3.799834e-04
0.1792        	2.482700e-02	2.592942e-04	3.795292e-04
0.1793        	2.482882e-02	2.592344e-04	3.790924e-04
0.1794        	2.481249e-02	2.591747e-04	3.786670e-04
0.1795        	2.469807e-02	2.591161e-04	3.782566e-04
0.1796        	2.451514e-02	2.590611e-04	3.778455e-04
0.1797        	2.441227e-02	2.590194e-04	3.774358e-04
0.1798        	2.439524e-02	2.589802e-04	3.770312e-04
0.1799        	2.448292e-02	2.588977e-04	3.767156e-04
0.18          	2.458644e-02	2.588047e-04	3.764085e-04
0.1801        	2.467824e-02	2.587986e-04	3.760560e-04
0.1802        	2.472582e-02	2.587266e-04	3.756943e-04
0.1803        	2.482321e-02	2.586595e-04	3.753318e-04
0.1804        	2.492005e-02	2.585878e-04	3.749682e-04
0.1805        	2.515663e-02	2.584750e-04	3.746888e-04
0.1806        	2.532696e-02	2.584474e-04	3.743990e-04
0.1807        	2.557929e-02	2.583013e-04	3.741216e-04
0.1808        	2.588085e-02	2.581753e-04	3.738363e-04
0.1809        	2.608633e-02	2.580868e-04	3.734738e-04
0.181         	2.642692e-02	2.580143e-04	3.731046e-04
0.1811        	2.662739e-02	2.579993e-04	3.728008e-04
0.1812        	2.622088e-02	2.579064e-04	3.723968e-04
0.1813        	2.543118e-02	2.578094e-04	3.720703e-04
0.1814        	2.484938e-02	2.577049e-04	3.717430e-04
0.1815        	2.442871e-02	2.576052e-04	3.714196e-04
0.1816        	2.475155e-02	2.575029e-04	3.711110e-04
0.1817        	2.509092e-02	2.574324e-04	3.707563e-04
0.1818        	2.540702e-02	2.573553e-04	3.704659e-04
0.1819        	2.546701e-02	2.573339e-04	3.701977e-04
0.182         	2.551209e-02	2.572547e-04	3.698579e-04
0.1821        	2.553250e-02	2.571693e-04	3.695749e-04
0.1822        	2.541790e-02	2.570980e-04	3.692667e-04
0.1823        	2.529051e-02	2.570364e-04	3.689640e-04
0.1824        	2.516788e-02	2.569752e-04	3.686577e-04
0.1825        	2.510022e-02	2.569104e-04	3.683595e-04
0.1826        	2.506074e-02	2.568337e-04	3.680737e-04
0.1827        	2.493990e-02	2.567702e-04	3.677577e-04
0.1828        	2.484847e-02	2.567134e-04	3.674528e-04
0.1829        	2.476975e-02	2.566534e-04	3.671439e-04
0.183         	2.471650e-02	2.565962e-04	3.668277e-04
0.1831        	2.474194e-02	2.565170e-04	3.665619e-04
0.1832        	2.472539e-02	2.564351e-04	3.663006e-04
0.1833        	2.463419e-02	2.563822e-04	3.660051e-04
0.1834        	2.459268e-02	2.563087e-04	3.657628e-04
0.1835        	2.443135e-02	2.562288e-04	3.655351e-04
0.1836        	2.422603e-02	2.561696e-04	3.652724e-04
0.1837        	2.410205e-02	2.561144e-04	3.650030e-04
0.1838        	2.413987e-02	2.560365e-04	3.647819e-04
0.1839        	2.416686e-02	2.559526e-04	3.645634e-04
0.184         	2.418060e-02	2.558703e-04	3.643492e-04
0.1841        	2.420060e-02	2.557927e-04	3.641387e-04
0.1842        	2.417388e-02	2.557455e-04	3.638884e-04
0.1843        	2.421278e-02	2.556981e-04	3.636250e-04
0.1844        	2.433660e-02	2.556280e-04	3.634080e-04
0.1845        	2.442174e-02	2.555783e-04	3.631502e-04
0.1846        	2.462990e-02	2.555071e-04	3.629366e-04
0.1847        	2.476498e-02	2.554329e-04	3.627299e-04
0.1848        	2.482432e-02	2.553898e-04	3.624722e-04
0.1849        	2.491982e-02	2.553551e-04	3.622034e-04
0.185         	2.511887e-02	2.552898e-04	3.619952e-04
0.1851        	2.532100e-02	2.552203e-04	3.617900e-04
0.1852        	2.538727e-02	2.551734e-04	3.615297e-04
0.1853        	2.541302e-02	2.551277e-04	3.612609e-04
0.1854        	2.551846e-02	2.550536e-04	3.610688e-04
0.1855        	2.530593e-02	2.550013e-04	3.608256e-04
0.1856        	2.524316e-02	2.549228e-04	3.606293e-04
0.1857        	2.536015e-02	2.548391e-04	3.604512e-04
0.1858        	2.550375e-02	2.547535e-04	3.602804e-04
0.1859        	2.563571e-02	2.546966e-04	3.600669e-04
0.186         	2.591611e-02	2.546438e-04	3.598543e-04
0.1861        	2.648361e-02	2.545857e-04	3.596461e-04
0.1862        	2.706489e-02	2.546187e-04	3.593259e-04
0.1863        	2.668700e-02	2.545088e-04	3.591911e-04
0.1864        	2.612142e-02	2.544250e-04	3.590074e-04
0.1865        	2.583186e-02	2.543239e-04	3.588756e-04
0.1866        	2.554346e-02	2.542585e-04	3.586851e-04
0.1867        	2.544229e-02	2.541771e-04	3.585404e-04
0.1868        	2.532404e-02	2.540973e-04	3.584029e-04
0.1869        	2.510077e-02	2.540544e-04	3.582050e-04
0.187         	2.536541e-02	2.539936e-04	3.580786e-04
0.1871        	2.555767e-02	2.539335e-04	3.579502e-04
0.1872        	2.568169e-02	2.538776e-04	3.578173e-04
0.1873        	2.588622e-02	2.538311e-04	3.576903e-04
0.1874        	2.598932e-02	2.538004e-04	3.575267e-04
0.1875        	2.609078e-02	2.537716e-04	3.573585e-04
0.1876        	2.617948e-02	2.537437e-04	3.571912e-04
0.1877        	2.623791e-02	2.537133e-04	3.570292e-04
0.1878        	2.621314e-02	2.536823e-04	3.568699e-04
0.1879        	2.603371e-02	2.536456e-04	3.567109e-04
0.188         	2.579581e-02	2.536004e-04	3.565498e-04
0.1881        	2.551004e-02	2.535443e-04	3.563790e-04
0.1882        	2.520165e-02	2.534829e-04	3.562097e-04
0.1883        	2.489323e-02	2.533802e-04	3.561089e-04
0.1884        	2.456108e-02	2.532623e-04	3.560024e-04
0.1885        	2.419911e-02	2.531733e-04	3.558336e-04
0.1886        	2.391724e-02	2.530484e-04	3.557112e-04
0.1887        	2.367839e-02	2.529248e-04	3.555817e-04
0.1888        	2.344441e-02	2.528363e-04	3.553820e-04
0.1889        	2.326951e-02	2.527528e-04	3.551808e-04
0.189         	2.326334e-02	2.526391e-04	3.550527e-04
0.1891        	2.334663e-02	2.525586e-04	3.548868e-04
0.1892        	2.348621e-02	2.524514e-04	3.547909e-04
0.1893        	2.353514e-02	2.523529e-04	3.547092e-04
0.1894        	2.354439e-02	2.522897e-04	3.545630e-04
0.1895        	2.348971e-02	2.522309e-04	3.544056e-04
0.1896        	2.337036e-02	2.521423e-04	3.543160e-04
0.1897        	2.345165e-02	2.520848e-04	3.541707e-04
0.1898        	2.350079e-02	2.520329e-04	3.540164e-04
0.1899        	2.354009e-02	2.519518e-04	3.539239e-04
0.19          	2.352216e-02	2.518902e-04	3.537663e-04
0.1901        	2.360140e-02	2.518330e-04	3.535941e-04
0.1902        	2.367561e-02	2.517732e-04	3.534113e-04
0.1903        	2.378546e-02	2.516805e-04	3.532861e-04
0.1904        	2.385808e-02	2.516040e-04	3.530993e-04
0.1905        	2.396584e-02	2.514955e-04	3.529580e-04
0.1906        	2.401385e-02	2.514137e-04	3.527505e-04
0.1907        	2.408848e-02	2.513378e-04	3.525458e-04
0.1908        	2.416206e-02	2.512384e-04	3.524006e-04
0.1909        	2.422007e-02	2.511364e-04	3.522528e-04
0.191         	2.423645e-02	2.510662e-04	3.520348e-04
0.1911        	2.435693e-02	2.509957e-04	3.518316e-04
0.1912        	2.435780e-02	2.509297e-04	3.516245e-04
0.1913        	2.422113e-02	2.508487e-04	3.515118e-04
0.1914        	2.401570e-02	2.507771e-04	3.514153e-04
0.1915        	2.380289e-02	2.507111e-04	3.513201e-04
0.1916        	2.367959e-02	2.506691e-04	3.511738e-04
0.1917        	2.358509e-02	2.506250e-04	3.510212e-04
0.1918        	2.351952e-02	2.505515e-04	3.509169e-04
0.1919        	2.357264e-02	2.504796e-04	3.508118e-04
0.192         	2.361974e-02	2.504317e-04	3.506416e-04
0.1921        	2.363860e-02	2.503825e-04	3.504628e-04
0.1922        	2.366458e-02	2.503293e-04	3.502854e-04
0.1923        	2.369622e-02	2.502771e-04	3.501139e-04
0.1924        	2.372053e-02	2.502256e-04	3.499524e-04
0.1925        	2.377729e-02	2.501736e-04	3.497906e-04
0.1926        	2.378166e-02	2.501234e-04	3.496181e-04
0.1927        	2.382317e-02	2.500711e-04	3.494595e-04
0.1928        	2.384268e-02	2.499853e-04	3.493638e-04
0.1929        	2.375945e-02	2.499022e-04	3.492724e-04
0.193         	2.385414e-02	2.498512e-04	3.491157e-04
0.1931        	2.388824e-02	2.497677e-04	3.490157e-04
0.1932        	2.393446e-02	2.497098e-04	3.488659e-04
0.1933        	2.396196e-02	2.496186e-04	3.487746e-04
0.1934        	2.408352e-02	2.495222e-04	3.486962e-04
0.1935        	2.425860e-02	2.494546e-04	3.485546e-04
0.1936        	2.449789e-02	2.493856e-04	3.484029e-04
0.1937        	2.482684e-02	2.493122e-04	3.482527e-04
0.1938        	2.530869e-02	2.492451e-04	3.481096e-04
0.1939        	2.621060e-02	2.492743e-04	3.477035e-04
0.194         	2.782357e-02	2.491927e-04	3.476105e-04
0.1941        	3.124925e-02	2.492118e-04	3.472523e-04
0.1942        	2.868668e-02	2.492316e-04	3.469178e-04
0.1943        	2.728397e-02	2.490681e-04	3.469879e-04
0.1944        	2.617836e-02	2.489053e-04	3.470803e-04
0.1945        	2.520986e-02	2.487549e-04	3.471868e-04
0.1946        	2.471877e-02	2.486187e-04	3.472864e-04
0.1947        	2.423840e-02	2.485302e-04	3.473132e-04
0.1948        	2.374183e-02	2.484677e-04	3.473113e-04
0.1949        	2.366049e-02	2.484254e-04	3.473015e-04
0.195         	2.368664e-02	2.483949e-04	3.472729e-04
0.1951        	2.366371e-02	2.483376e-04	3.472825e-04
0.1952        	2.390655e-02	2.482913e-04	3.472701e-04
0.1953        	2.410025e-02	2.482543e-04	3.472098e-04
0.1954        	2.413846e-02	2.483181e-04	3.467809e-04
0.1955        	2.430094e-02	2.482966e-04	3.466237e-04
0.1956        	2.434536e-02	2.483550e-04	3.461838e-04
0.1957        	2.447869e-02	2.482992e-04	3.460404e-04
0.1958        	2.452267e-02	2.482370e-04	3.458804e-04
0.1959        	2.453862e-02	2.481628e-04	3.457224e-04
0.196         	2.453087e-02	2.480803e-04	3.455759e-04
0.1961        	2.449715e-02	2.479945e-04	3.454411e-04
0.1962        	2.448396e-02	2.479101e-04	3.452944e-04
0.1963        	2.449650e-02	2.478371e-04	3.451468e-04
0.1964        	2.450712e-02	2.477706e-04	3.449985e-04
0.1965        	2.453144e-02	2.477159e-04	3.448585e-04
0.1966        	2.460418e-02	2.476316e-04	3.447854e-04
0.1967        	2.459675e-02	2.475525e-04	3.447270e-04
0.1968        	2.436393e-02	2.475104e-04	3.446189e-04
0.1969        	2.416791e-02	2.474671e-04	3.445159e-04
0.197         	2.401953e-02	2.474226e-04	3.444245e-04
0.1971        	2.402036e-02	2.473454e-04	3.444310e-04
0.1972        	2.408884e-02	2.472776e-04	3.444602e-04
0.1973        	2.419357e-02	2.472370e-04	3.444121e-04
0.1974        	2.425915e-02	2.471936e-04	3.443449e-04
0.1975        	2.437594e-02	2.471441e-04	3.442707e-04
0.1976        	2.448685e-02	2.470699e-04	3.442478e-04
0.1977        	2.468563e-02	2.469963e-04	3.442281e-04
0.1978        	2.490058e-02	2.469235e-04	3.441969e-04
0.1979        	2.517179e-02	2.468556e-04	3.441485e-04
0.198         	2.563867e-02	2.468104e-04	3.440351e-04
0.1981        	2.613501e-02	2.467628e-04	3.439026e-04
0.1982        	2.667042e-02	2.467133e-04	3.437607e-04
0.1983        	2.723815e-02	2.466654e-04	3.436063e-04
0.1984        	2.771051e-02	2.466183e-04	3.434540e-04
0.1985        	2.817711e-02	2.465775e-04	3.433092e-04
0.1986        	2.837883e-02	2.465418e-04	3.431911e-04
0.1987        	2.851241e-02	2.465090e-04	3.430995e-04
0.1988        	2.869574e-02	2.464880e-04	3.430382e-04
0.1989        	2.852909e-02	2.464664e-04	3.429959e-04
0.199         	2.853068e-02	2.464455e-04	3.429846e-04
0.1991        	2.830046e-02	2.465037e-04	3.426799e-04
0.1992        	2.843904e-02	2.464382e-04	3.427296e-04
0.1993        	2.866957e-02	2.463763e-04	3.427949e-04
0.1994        	2.920650e-02	2.463070e-04	3.428921e-04
0.1995        	2.993721e-02	2.463416e-04	3.426022e-04
0.1996        	2.978859e-02	2.461958e-04	3.428186e-04
0.1997        	2.899145e-02	2.460555e-04	3.429992e-04
0.1998        	2.843316e-02	2.459283e-04	3.431636e-04
0.1999        	2.798804e-02	2.458152e-04	3.432992e-04
0.2           	2.771217e-02	2.457353e-04	3.433096e-04
0.2001        	2.721816e-02	2.456632e-04	3.432542e-04
0.2002        	2.682559e-02	2.456048e-04	3.431611e-04
0.2003        	2.655529e-02	2.455538e-04	3.430503e-04
0.2004        	2.640658e-02	2.454860e-04	3.429559e-04
0.2005        	2.628205e-02	2.454486e-04	3.427926e-04
0.2006        	2.587073e-02	2.455195e-04	3.423732e-04
0.2007        	2.611940e-02	2.454431e-04	3.422534e-04
0.2008        	2.588044e-02	2.453905e-04	3.420748e-04
0.2009        	2.568226e-02	2.453313e-04	3.418996e-04
0.201         	2.537155e-02	2.452700e-04	3.417408e-04
0.2011        	2.504489e-02	2.452192e-04	3.416058e-04
0.2012        	2.473444e-02	2.451737e-04	3.415029e-04
0.2013        	2.464327e-02	2.451349e-04	3.414426e-04
0.2014        	2.477589e-02	2.450983e-04	3.414156e-04
0.2015        	2.489321e-02	2.450672e-04	3.414064e-04
0.2016        	2.500487e-02	2.450460e-04	3.414210e-04
0.2017        	2.508039e-02	2.449971e-04	3.415575e-04
0.2018        	2.523600e-02	2.449525e-04	3.417206e-04
0.2019        	2.554694e-02	2.449077e-04	3.418878e-04
0.202         	2.638782e-02	2.448902e-04	3.419431e-04
0.2021        	2.685130e-02	2.448684e-04	3.419806e-04
0.2022        	2.601082e-02	2.449344e-04	3.416691e-04
0.2023        	2.581126e-02	2.448878e-04	3.417401e-04
0.2024        	2.566765e-02	2.448171e-04	3.419314e-04
0.2025        	2.551473e-02	2.447434e-04	3.421163e-04
0.2026        	2.536852e-02	2.446822e-04	3.422126e-04
0.2027        	2.519020e-02	2.446120e-04	3.422853e-04
0.2028        	2.501314e-02	2.445411e-04	3.423441e-04
0.2029        	2.492882e-02	2.444544e-04	3.424483e-04
0.203         	2.494688e-02	2.443887e-04	3.424644e-04
0.2031        	2.486651e-02	2.443192e-04	3.425025e-04
0.2032        	2.480382e-02	2.442548e-04	3.425191e-04
0.2033        	2.472799e-02	2.442038e-04	3.424610e-04
0.2034        	2.465428e-02	2.441489e-04	3.423926e-04
0.2035        	2.458893e-02	2.440969e-04	3.423258e-04
0.2036        	2.457623e-02	2.440537e-04	3.422800e-04
0.2037        	2.457111e-02	2.440127e-04	3.422437e-04
0.2038        	2.455977e-02	2.439757e-04	3.422239e-04
0.2039        	2.453322e-02	2.439398e-04	3.422286e-04
0.204         	2.449411e-02	2.439018e-04	3.422524e-04
0.2041        	2.446383e-02	2.438670e-04	3.422919e-04
0.2042        	2.444266e-02	2.438293e-04	3.423564e-04
0.2043        	2.443879e-02	2.437856e-04	3.424385e-04
0.2044        	2.443124e-02	2.437192e-04	3.425915e-04
0.2045        	2.444441e-02	2.436497e-04	3.427539e-04
0.2046        	2.449753e-02	2.435936e-04	3.428634e-04
0.2047        	2.451348e-02	2.435387e-04	3.429746e-04
0.2048        	2.451389e-02	2.434880e-04	3.430957e-04
0.2049        	2.452843e-02	2.434215e-04	3.432805e-04
0.205         	2.454989e-02	2.433584e-04	3.434646e-04
0.2051        	2.461568e-02	2.432953e-04	3.436362e-04
0.2052        	2.482157e-02	2.432464e-04	3.437353e-04
0.2053        	2.529693e-02	2.431788e-04	3.438734e-04
0.2054        	2.586602e-02	2.431322e-04	3.439196e-04
0.2055        	2.518619e-02	2.430826e-04	3.439596e-04
0.2056        	2.481837e-02	2.430304e-04	3.440855e-04
0.2057        	2.451840e-02	2.429850e-04	3.442042e-04
0.2058        	2.430502e-02	2.429412e-04	3.443099e-04
0.2059        	2.419669e-02	2.429082e-04	3.443571e-04
0.206         	2.428251e-02	2.428723e-04	3.444014e-04
0.2061        	2.437292e-02	2.428315e-04	3.444492e-04
0.2062        	2.453951e-02	2.427891e-04	3.444952e-04
0.2063        	2.470311e-02	2.427453e-04	3.445431e-04
0.2064        	2.485281e-02	2.427025e-04	3.446004e-04
0.2065        	2.496916e-02	2.426699e-04	3.446640e-04
0.2066        	2.503828e-02	2.426371e-04	3.447654e-04
0.2067        	2.509745e-02	2.426041e-04	3.448885e-04
0.2068        	2.516641e-02	2.425535e-04	3.450787e-04
0.2069        	2.518579e-02	2.425044e-04	3.452751e-04
0.207         	2.515806e-02	2.424507e-04	3.454762e-04
0.2071        	2.511182e-02	2.424091e-04	3.456168e-04
0.2072        	2.503931e-02	2.423448e-04	3.458046e-04
0.2073        	2.499160e-02	2.422950e-04	3.459297e-04
0.2074        	2.489694e-02	2.422314e-04	3.461181e-04
0.2075        	2.477888e-02	2.421802e-04	3.462388e-04
0.2076        	2.466127e-02	2.421211e-04	3.463531e-04
0.2077        	2.456856e-02	2.420435e-04	3.465182e-04
0.2078        	2.452443e-02	2.419768e-04	3.466073e-04
0.2079        	2.452650e-02	2.419049e-04	3.466858e-04
0.208         	2.454227e-02	2.418138e-04	3.468107e-04
0.2081        	2.456309e-02	2.417425e-04	3.468556e-04
0.2082        	2.457410e-02	2.416743e-04	3.469047e-04
0.2083        	2.458304e-02	2.415870e-04	3.470128e-04
0.2084        	2.460214e-02	2.415200e-04	3.470805e-04
0.2085        	2.461570e-02	2.414489e-04	3.471641e-04
0.2086        	2.464380e-02	2.413620e-04	3.472876e-04
0.2087        	2.465121e-02	2.412924e-04	3.473833e-04
0.2088        	2.461268e-02	2.412254e-04	3.474733e-04
0.2089        	2.454950e-02	2.411443e-04	3.476055e-04
0.209         	2.450733e-02	2.410848e-04	3.476949e-04
0.2091        	2.446827e-02	2.410078e-04	3.478698e-04
0.2092        	2.444418e-02	2.409474e-04	3.479850e-04
0.2093        	2.442235e-02	2.408685e-04	3.481723e-04
0.2094        	2.438507e-02	2.408007e-04	3.482978e-04
0.2095        	2.434086e-02	2.407321e-04	3.484222e-04
0.2096        	2.433077e-02	2.406533e-04	3.486119e-04
0.2097        	2.433156e-02	2.405696e-04	3.488044e-04
0.2098        	2.431916e-02	2.405017e-04	3.489260e-04
0.2099        	2.432449e-02	2.404150e-04	3.491115e-04
0.21          	2.428592e-02	2.403370e-04	3.492489e-04
0.2101        	2.421268e-02	2.402385e-04	3.494581e-04
0.2102        	2.412180e-02	2.401567e-04	3.495948e-04
0.2103        	2.400388e-02	2.400726e-04	3.497270e-04
0.2104        	2.389922e-02	2.399763e-04	3.499089e-04
